site,rate,t,lnL,num_taxa,time,br_len,model,rep
6,1.8763085066,1.8690474011,-598412.80853424,2,0.44,0.22,JC_equalf,30
7,0.5053813714,1.8690474011,-538537.114200127,2,0.44,0.22,JC_equalf,30
8,1.5185694493,1.8690474011,-596645.451670893,2,0.44,0.22,JC_equalf,30
9,1.8929006486,1.8690474011,-598454.165026274,2,0.44,0.22,JC_equalf,30
10,1.4642618883,1.8690474011,-596147.154402091,2,0.44,0.22,JC_equalf,30
1,1.9539785308,1.8659476156,-598581.322244463,2,0.44,0.22,JC_equalf,4
2,1.0523124184,1.8659476156,-587675.828838386,2,0.44,0.22,JC_equalf,4
3,2.2189495133,1.8659476156,-598925.830866024,2,0.44,0.22,JC_equalf,4
4,1.4323737034,1.8659476156,-595785.065534505,2,0.44,0.22,JC_equalf,4
5,0.1766166147,1.8659476156,-436104.215427157,2,0.44,0.22,JC_equalf,4
6,1.8558718348,1.8659476156,-598350.062761286,2,0.44,0.22,JC_equalf,4
7,0.500549559,1.8659476156,-537504.59911938,2,0.44,0.22,JC_equalf,4
8,1.5139117298,1.8659476156,-596584.558690906,2,0.44,0.22,JC_equalf,4
9,1.9046520495,1.8659476156,-598474.679086945,2,0.44,0.22,JC_equalf,4
10,1.468351411,1.8659476156,-596163.65349874,2,0.44,0.22,JC_equalf,4
1,1.9303539836,1.8682973048,-598537.692361828,2,0.44,0.22,JC_equalf,5
2,1.0436930194,1.8682973048,-587409.261167303,2,0.44,0.22,JC_equalf,5
3,2.1970361868,1.8682973048,-598910.169183225,2,0.44,0.22,JC_equalf,5
4,1.4281305798,1.8682973048,-595757.72865648,2,0.44,0.22,JC_equalf,5
5,0.1772018961,1.8682973048,-436511.388450082,2,0.44,0.22,JC_equalf,5
6,1.8905692472,1.8682973048,-598446.638250099,2,0.44,0.22,JC_equalf,5
7,0.5054250108,1.8682973048,-538508.300493119,2,0.44,0.22,JC_equalf,5
8,1.535998924,1.8682973048,-596782.844377608,2,0.44,0.22,JC_equalf,5
9,1.8751860314,1.8682973048,-598407.987658313,2,0.44,0.22,JC_equalf,5
10,1.4598286832,1.8682973048,-596096.563636968,2,0.44,0.22,JC_equalf,5
1,1.9642429293,1.8699348218,-598609.32739378,2,0.44,0.22,JC_equalf,6
2,1.0408833708,1.8699348218,-587338.973644855,2,0.44,0.22,JC_equalf,6
3,2.2271054912,1.8699348218,-598935.813333859,2,0.44,0.22,JC_equalf,6
4,1.4378642402,1.8699348218,-595879.150603027,2,0.44,0.22,JC_equalf,6
5,0.1773368225,1.8699348218,-436657.522315937,2,0.44,0.22,JC_equalf,6
6,1.8519152563,1.8699348218,-598350.062761286,2,0.44,0.22,JC_equalf,6
7,0.5059820358,1.8699348218,-538688.958834998,2,0.44,0.22,JC_equalf,6
8,1.534554507,1.8699348218,-596782.054722865,2,0.44,0.22,JC_equalf,6
9,1.8729830506,1.8699348218,-598406.538701941,2,0.44,0.22,JC_equalf,6
10,1.4580339593,1.8699348218,-596091.310796457,2,0.44,0.22,JC_equalf,6
1,1.9484375666,1.8675407853,-598573.575006423,2,0.44,0.22,JC_equalf,7
2,1.0458220785,1.8675407853,-587472.09741093,2,0.44,0.22,JC_equalf,7
3,2.1999789038,1.8675407853,-598911.901757671,2,0.44,0.22,JC_equalf,7
4,1.4509365191,1.8675407853,-595998.802468174,2,0.44,0.22,JC_equalf,7
5,0.1761760416,1.8675407853,-435957.817032768,2,0.44,0.22,JC_equalf,7
6,1.8806484771,1.8675407853,-598420.013919984,2,0.44,0.22,JC_equalf,7
7,0.5056442516,1.8675407853,-538510.920126355,2,0.44,0.22,JC_equalf,7
8,1.5180646168,1.8675407853,-596630.891530836,2,0.44,0.22,JC_equalf,7
9,1.8664776381,1.8675407853,-598383.186723931,2,0.44,0.22,JC_equalf,7
10,1.4540791588,1.8675407853,-596031.526387843,2,0.44,0.22,JC_equalf,7
1,1.9438191328,1.8695117225,-598568.384219197,2,0.44,0.22,JC_equalf,8
2,1.0420266514,1.8695117225,-587372.672117993,2,0.44,0.22,JC_equalf,8
3,2.2073408252,1.8695117225,-598919.909380067,2,0.44,0.22,JC_equalf,8
4,1.4342278365,1.8695117225,-595835.858705102,2,0.44,0.22,JC_equalf,8
5,0.1793338104,1.8695117225,-437639.152211588,2,0.44,0.22,JC_equalf,8
6,1.8799884094,1.8695117225,-598423.365772249,2,0.44,0.22,JC_equalf,8
7,0.5068075795,1.8695117225,-538817.133674455,2,0.44,0.22,JC_equalf,8
8,1.5179037443,1.8695117225,-596643.027361738,2,0.44,0.22,JC_equalf,8
9,1.8485746076,1.8695117225,-598339.554527696,2,0.44,0.22,JC_equalf,8
10,1.4564747682,1.8695117225,-596072.019469034,2,0.44,0.22,JC_equalf,8
1,1.9218449127,1.8713496047,-598526.114041824,2,0.44,0.22,JC_equalf,9
2,1.0440502664,1.8713496047,-587485.233653514,2,0.44,0.22,JC_equalf,9
3,2.2010066698,1.8713496047,-598916.493233855,2,0.44,0.22,JC_equalf,9
4,1.4236163199,1.8713496047,-595733.050368984,2,0.44,0.22,JC_equalf,9
5,0.1771478953,1.8713496047,-436629.880721018,2,0.44,0.22,JC_equalf,9
6,1.8936774152,1.8713496047,-598461.656045807,2,0.44,0.22,JC_equalf,9
7,0.5079226033,1.8713496047,-539107.123935647,2,0.44,0.22,JC_equalf,9
8,1.5387761205,1.8713496047,-596824.542127733,2,0.44,0.22,JC_equalf,9
9,1.8756906674,1.8713496047,-598417.135502098,2,0.44,0.22,JC_equalf,9
10,1.4628949375,1.8713496047,-596151.499803675,2,0.44,0.22,JC_equalf,9
1,1.9682806451,1.8716027871,-598620.185756273,2,0.48,0.24,JC_equalf,1
2,1.041889258,1.8716027871,-587410.72386796,2,0.48,0.24,JC_equalf,1
3,2.159460499,1.8716027871,-598879.821762429,2,0.48,0.24,JC_equalf,1
4,1.4332831203,1.8716027871,-595843.089758666,2,0.48,0.24,JC_equalf,1
5,0.1777824641,1.8716027871,-436961.415145569,2,0.48,0.24,JC_equalf,1
6,1.9074176164,1.8716027871,-598494.464303148,2,0.48,0.24,JC_equalf,1
7,0.5028432458,1.8716027871,-538201.520010765,2,0.48,0.24,JC_equalf,1
8,1.5225849196,1.8716027871,-596696.141674698,2,0.48,0.24,JC_equalf,1
9,1.9024470511,1.8716027871,-598482.992937788,2,0.48,0.24,JC_equalf,1
10,1.4702223844,1.8716027871,-596225.844857827,2,0.48,0.24,JC_equalf,1
1,1.9520551006,1.8700645878,-598586.033623989,2,0.48,0.24,JC_equalf,10
2,1.0438155359,1.8700645878,-587450.191722982,2,0.48,0.24,JC_equalf,10
3,2.1791561954,1.8700645878,-598896.394750546,2,0.48,0.24,JC_equalf,10
4,1.4386764298,1.8700645878,-595889.039704695,2,0.48,0.24,JC_equalf,10
5,0.1775676733,1.8700645878,-436779.905083566,2,0.48,0.24,JC_equalf,10
6,1.8817072136,1.8700645878,-598429.095999847,2,0.48,0.24,JC_equalf,10
7,0.5102264234,1.8700645878,-539456.527128247,2,0.48,0.24,JC_equalf,10
8,1.5174558145,1.8700645878,-596643.02736174,2,0.48,0.24,JC_equalf,10
9,1.8849464219,1.8700645878,-598437.179599701,2,0.48,0.24,JC_equalf,10
10,1.4366888093,1.8700645878,-595867.448105661,2,0.48,0.24,JC_equalf,10
1,1.920313895,1.8738421521,-598528.348122724,2,0.48,0.24,JC_equalf,11
2,1.0376125063,1.8738421521,-587297.902192753,2,0.48,0.24,JC_equalf,11
3,2.2242717005,1.8738421521,-598937.18288914,2,0.48,0.24,JC_equalf,11
4,1.451145613,1.8738421521,-596051.799393147,2,0.48,0.24,JC_equalf,11
5,0.1790843358,1.8738421521,-437721.796388503,2,0.48,0.24,JC_equalf,11
6,1.8796230623,1.8738421521,-598433.380554835,2,0.48,0.24,JC_equalf,11
7,0.5091833698,1.8738421521,-539453.922378367,2,0.48,0.24,JC_equalf,11
8,1.5225159281,1.8738421521,-596710.547037078,2,0.48,0.24,JC_equalf,11
9,1.8642510765,1.8738421521,-598393.929082516,2,0.48,0.24,JC_equalf,11
10,1.452339755,1.8738421521,-596064.113574958,2,0.48,0.24,JC_equalf,11
1,1.959663008,1.8709325555,-598602.596349434,2,0.48,0.24,JC_equalf,12
2,1.0373812496,1.8709325555,-587228.844413039,2,0.48,0.24,JC_equalf,12
3,2.2102167092,1.8709325555,-598923.583591555,2,0.48,0.24,JC_equalf,12
4,1.4376770589,1.8709325555,-595885.445048429,2,0.48,0.24,JC_equalf,12
5,0.1797801064,1.8709325555,-437930.275270893,2,0.48,0.24,JC_equalf,12
6,1.8747928905,1.8709325555,-598413.771050863,2,0.48,0.24,JC_equalf,12
7,0.5070470543,1.8709325555,-538929.532347908,2,0.48,0.24,JC_equalf,12
8,1.5151201277,1.8709325555,-596629.271622182,2,0.48,0.24,JC_equalf,12
9,1.8736676671,1.8709325555,-598410.881842047,2,0.48,0.24,JC_equalf,12
10,1.4496603735,1.8709325555,-596012.970106744,2,0.48,0.24,JC_equalf,12
1,1.9412650726,1.8725881238,-598569.683860997,2,0.48,0.24,JC_equalf,13
2,1.0368165695,1.8725881238,-587242.079527504,2,0.48,0.24,JC_equalf,13
3,2.2178336043,1.8725881238,-598931.12598829,2,0.48,0.24,JC_equalf,13
4,1.4332689867,1.8725881238,-595851.217175442,2,0.48,0.24,JC_equalf,13
5,0.1794323534,1.8725881238,-437835.887350428,2,0.48,0.24,JC_equalf,13
6,1.8945678486,1.8725881238,-598466.785344948,2,0.48,0.24,JC_equalf,13
7,0.5085764893,1.8725881238,-539284.525350665,2,0.48,0.24,JC_equalf,13
8,1.5278414073,1.8725881238,-596745.614636911,2,0.48,0.24,JC_equalf,13
9,1.8623654202,1.8725881238,-598385.634009593,2,0.48,0.24,JC_equalf,13
10,1.4487174956,1.8725881238,-596016.508028992,2,0.48,0.24,JC_equalf,13
1,1.991149046,1.8689723484,-598656.202044968,2,0.48,0.24,JC_equalf,14
2,1.0461737015,1.8689723484,-587514.406038596,2,0.48,0.24,JC_equalf,14
3,2.199322986,1.8689723484,-598912.765843114,2,0.48,0.24,JC_equalf,14
4,1.4456108989,1.8689723484,-595954.364412795,2,0.48,0.24,JC_equalf,14
5,0.1775380102,1.8689723484,-436712.798015044,2,0.48,0.24,JC_equalf,14
6,1.9059181303,1.8689723484,-598484.834272639,2,0.48,0.24,JC_equalf,14
7,0.5028440883,1.8689723484,-538072.872391375,2,0.48,0.24,JC_equalf,14
8,1.5166140011,1.8689723484,-596628.461509298,2,0.48,0.24,JC_equalf,14
9,1.8713366628,1.8689723484,-598399.760484894,2,0.48,0.24,JC_equalf,14
10,1.4392678269,1.8689723484,-595886.343860459,2,0.48,0.24,JC_equalf,14
1,1.935638578,1.8688362067,-598550.053383637,2,0.48,0.24,JC_equalf,15
2,1.0374084655,1.8688362067,-587186.161610651,2,0.48,0.24,JC_equalf,15
3,2.2172922303,1.8688362067,-598927.230074905,2,0.48,0.24,JC_equalf,15
4,1.4282868694,1.8688362067,-595764.115124209,2,0.48,0.24,JC_equalf,15
5,0.1801947081,1.8688362067,-438036.426860104,2,0.48,0.24,JC_equalf,15
6,1.8772719558,1.8688362067,-598414.733014329,2,0.48,0.24,JC_equalf,15
7,0.5029529181,1.8688362067,-538086.00421216,2,0.48,0.24,JC_equalf,15
8,1.5220237771,1.8688362067,-596672.860520026,2,0.48,0.24,JC_equalf,15
9,1.8987630237,1.8688362067,-598467.716123867,2,0.48,0.24,JC_equalf,15
10,1.45846141,1.8688362067,-596086.930668129,2,0.48,0.24,JC_equalf,15
1,1.9717261928,1.8693956766,-598622.262584547,2,0.48,0.24,JC_equalf,16
2,1.0426843912,1.8693956766,-587394.63051593,2,0.48,0.24,JC_equalf,16
3,2.2461858095,1.8693956766,-598949.322647981,2,0.48,0.24,JC_equalf,16
4,1.4310376239,1.8693956766,-595799.609223169,2,0.48,0.24,JC_equalf,16
5,0.1753443458,1.8693956766,-435625.192941024,2,0.48,0.24,JC_equalf,16
6,1.8846660689,1.8693956766,-598434.806239257,2,0.48,0.24,JC_equalf,16
7,0.506229412,1.8693956766,-538707.275566302,2,0.48,0.24,JC_equalf,16
8,1.519538892,1.8693956766,-596655.945996217,2,0.48,0.24,JC_equalf,16
9,1.8900364633,1.8693956766,-598448.05224118,2,0.48,0.24,JC_equalf,16
10,1.461993562,1.8693956766,-596127.133077253,2,0.48,0.24,JC_equalf,16
1,1.9634477853,1.8723830016,-598612.678933488,2,0.48,0.24,JC_equalf,17
2,1.0405075982,1.8723830016,-587375.600765289,2,0.48,0.24,JC_equalf,17
3,2.1891819348,1.8723830016,-598907.559321999,2,0.48,0.24,JC_equalf,17
4,1.4514242958,1.8723830016,-596042.991541087,2,0.48,0.24,JC_equalf,17
5,0.1767995737,1.8723830016,-436503.487333558,2,0.48,0.24,JC_equalf,17
6,1.8803270511,1.8723830016,-598431.477697001,2,0.48,0.24,JC_equalf,17
7,0.5044522882,1.8723830016,-538531.875713898,2,0.48,0.24,JC_equalf,17
8,1.5349317311,1.8723830016,-596800.976769132,2,0.48,0.24,JC_equalf,17
9,1.8763505567,1.8723830016,-598421.451259412,2,0.48,0.24,JC_equalf,17
10,1.4663603688,1.8723830016,-596193.951029756,2,0.48,0.24,JC_equalf,17
1,1.9346001332,1.8698393659,-598550.053383637,2,0.48,0.24,JC_equalf,18
2,1.0430300885,1.8698393659,-587416.574007775,2,0.48,0.24,JC_equalf,18
3,2.2014019254,1.8698393659,-598915.349284825,2,0.48,0.24,JC_equalf,18
4,1.423152293,1.8698393659,-595714.724375717,2,0.48,0.24,JC_equalf,18
5,0.1781857413,1.8698393659,-437079.733276427,2,0.48,0.24,JC_equalf,18
6,1.902264341,1.8698393659,-598478.379753694,2,0.48,0.24,JC_equalf,18
7,0.506689573,1.8698393659,-538811.903979671,2,0.48,0.24,JC_equalf,18
8,1.5134246525,1.8698393659,-596607.361502037,2,0.48,0.24,JC_equalf,18
9,1.8847922523,1.8698393659,-598436.230672661,2,0.48,0.24,JC_equalf,18
10,1.4632938345,1.8698393659,-596143.676264407,2,0.48,0.24,JC_equalf,18
1,1.9370435403,1.8691019889,-598553.564492906,2,0.48,0.24,JC_equalf,19
2,1.0545640561,1.8691019889,-587820.550271839,2,0.48,0.24,JC_equalf,19
3,2.2064310211,1.8691019889,-598918.773282963,2,0.48,0.24,JC_equalf,19
4,1.4269478266,1.8691019889,-595751.337407092,2,0.48,0.24,JC_equalf,19
5,0.1771882388,1.8691019889,-436542.990876078,2,0.48,0.24,JC_equalf,19
6,1.873257428,1.8691019889,-598405.08850314,2,0.48,0.24,JC_equalf,19
7,0.5047731553,1.8691019889,-538429.692402422,2,0.48,0.24,JC_equalf,19
8,1.51287843,1.8691019889,-596597.598982034,2,0.48,0.24,JC_equalf,19
9,1.9151949378,1.8691019889,-598506.300953719,2,0.48,0.24,JC_equalf,19
10,1.4511654411,1.8691019889,-596013.854736899,2,0.48,0.24,JC_equalf,19
1,1.9428279733,1.8671933525,-598561.430922076,2,0.48,0.24,JC_equalf,2
2,1.0485264288,1.8671933525,-587563.938055473,2,0.48,0.24,JC_equalf,2
3,2.224241535,1.8671933525,-598931.125988289,2,0.48,0.24,JC_equalf,2
4,1.4213102916,1.8671933525,-595670.583402327,2,0.48,0.24,JC_equalf,2
5,0.1786585625,1.8671933525,-437190.122255712,2,0.48,0.24,JC_equalf,2
6,1.8723752062,1.8671933525,-598397.818887904,2,0.48,0.24,JC_equalf,2
7,0.5045655513,1.8671933525,-538298.59680945,2,0.48,0.24,JC_equalf,2
8,1.5191157471,1.8671933525,-596637.366936005,2,0.48,0.24,JC_equalf,2
9,1.8684842724,1.8671933525,-598387.589365725,2,0.48,0.24,JC_equalf,2
10,1.454946331,1.8671933525,-596037.702030409,2,0.48,0.24,JC_equalf,2
1,1.9374914298,1.8692794197,-598554.878793442,2,0.48,0.24,JC_equalf,20
2,1.0384555235,1.8692794197,-587234.727345642,2,0.48,0.24,JC_equalf,20
3,2.2069180621,1.8692794197,-598919.341658958,2,0.48,0.24,JC_equalf,20
4,1.437126913,1.8692794197,-595865.646243848,2,0.48,0.24,JC_equalf,20
5,0.1783255615,1.8692794197,-437123.105126768,2,0.48,0.24,JC_equalf,20
6,1.8915052472,1.8692794197,-598451.346671816,2,0.48,0.24,JC_equalf,20
7,0.5054635783,1.8692794197,-538563.304167184,2,0.48,0.24,JC_equalf,20
8,1.5216627678,1.8692794197,-596672.860520026,2,0.48,0.24,JC_equalf,20
9,1.9075924439,1.8692794197,-598489.427753424,2,0.48,0.24,JC_equalf,20
10,1.4464660784,1.8692794197,-595965.942205884,2,0.48,0.24,JC_equalf,20
1,1.9363509149,1.8705838199,-598555.316606761,2,0.48,0.24,JC_equalf,21
2,1.0411529988,1.8705838199,-587362.419767048,2,0.48,0.24,JC_equalf,21
3,2.2134501197,1.8705838199,-598925.830866024,2,0.48,0.24,JC_equalf,21
4,1.4327486108,1.8705838199,-595828.621365543,2,0.48,0.24,JC_equalf,21
5,0.1788062709,1.8705838199,-437426.535993676,2,0.48,0.24,JC_equalf,21
6,1.8732686271,1.8705838199,-598408.952938778,2,0.48,0.24,JC_equalf,21
7,0.508392697,1.8705838199,-539154.101644648,2,0.48,0.24,JC_equalf,21
8,1.5227339901,1.8705838199,-596690.530273115,2,0.48,0.24,JC_equalf,21
9,1.8863374818,1.8705838199,-598441.915887266,2,0.48,0.24,JC_equalf,21
10,1.444365411,1.8705838199,-595954.364412795,2,0.48,0.24,JC_equalf,21
1,1.9036510019,1.8731499657,-598489.427753424,2,0.48,0.24,JC_equalf,22
2,1.0499102951,1.8731499657,-587735.245567871,2,0.48,0.24,JC_equalf,22
3,2.2298330194,1.8731499657,-598940.724393832,2,0.48,0.24,JC_equalf,22
4,1.4516816953,1.8731499657,-596051.799393147,2,0.48,0.24,JC_equalf,22
5,0.1766724161,1.8731499657,-436475.831818938,2,0.48,0.24,JC_equalf,22
6,1.8789873657,1.8731499657,-598430.049095242,2,0.48,0.24,JC_equalf,22
7,0.506911364,1.8731499657,-539013.128543535,2,0.48,0.24,JC_equalf,22
8,1.523371113,1.8731499657,-596712.944574338,2,0.48,0.24,JC_equalf,22
9,1.8808887557,1.8731499657,-598434.806239257,2,0.48,0.24,JC_equalf,22
10,1.4594090168,1.8731499657,-596130.618877144,2,0.48,0.24,JC_equalf,22
1,1.9439499903,1.8708232364,-598571.414700111,2,0.48,0.24,JC_equalf,23
2,1.050211731,1.8708232364,-587699.029223214,2,0.48,0.24,JC_equalf,23
3,2.2425974306,1.8708232364,-598947.990376307,2,0.48,0.24,JC_equalf,23
4,1.4264452317,1.8708232364,-595760.466299735,2,0.48,0.24,JC_equalf,23
5,0.1794442222,1.8708232364,-437757.208484574,2,0.48,0.24,JC_equalf,23
6,1.8818941885,1.8708232364,-598431.477697001,2,0.48,0.24,JC_equalf,23
7,0.5008366704,1.8708232364,-537796.867317525,2,0.48,0.24,JC_equalf,23
8,1.5206973772,1.8708232364,-596675.273060037,2,0.48,0.24,JC_equalf,23
9,1.8777257998,1.8708232364,-598420.972284796,2,0.48,0.24,JC_equalf,23
10,1.4621774045,1.8708232364,-596140.19651268,2,0.48,0.24,JC_equalf,23
1,1.9546455028,1.8744731211,-598600.062606768,2,0.48,0.24,JC_equalf,24
2,1.0410440457,1.8744731211,-587438.502584199,2,0.48,0.24,JC_equalf,24
3,2.227893057,1.8744731211,-598940.45296295,2,0.48,0.24,JC_equalf,24
4,1.4352923557,1.8744731211,-595889.039704694,2,0.48,0.24,JC_equalf,24
5,0.1774084285,1.8744731211,-436910.129739886,2,0.48,0.24,JC_equalf,24
6,1.9235805619,1.8744731211,-598536.805144286,2,0.48,0.24,JC_equalf,24
7,0.5071489265,1.8744731211,-539120.174635964,2,0.48,0.24,JC_equalf,24
8,1.5092080747,1.8744731211,-596603.295630118,2,0.48,0.24,JC_equalf,24
9,1.9029030899,1.8744731211,-598490.803050108,2,0.48,0.24,JC_equalf,24
10,1.4551905025,1.8744731211,-596098.313780265,2,0.48,0.24,JC_equalf,24
1,1.9545711896,1.872656811,-598596.252186084,2,0.48,0.24,JC_equalf,25
2,1.0416190949,1.872656811,-587422.423086938,2,0.48,0.24,JC_equalf,25
3,2.2217011635,1.872656811,-598934.164419193,2,0.48,0.24,JC_equalf,25
4,1.437596987,1.872656811,-595898.916868587,2,0.48,0.24,JC_equalf,25
5,0.1793156581,1.872656811,-437780.814270294,2,0.48,0.24,JC_equalf,25
6,1.8970427325,1.872656811,-598472.825383349,2,0.48,0.24,JC_equalf,25
7,0.5025890475,1.872656811,-538206.768841555,2,0.48,0.24,JC_equalf,25
8,1.5277852104,1.872656811,-596745.614636912,2,0.48,0.24,JC_equalf,25
9,1.8711943109,1.872656811,-598408.952938779,2,0.48,0.24,JC_equalf,25
10,1.459447631,1.872656811,-596127.133077255,2,0.48,0.24,JC_equalf,25
1,1.9742964173,1.8678131485,-598623.921414565,2,0.48,0.24,JC_equalf,26
2,1.0398207358,1.8678131485,-587255.309298909,2,0.48,0.24,JC_equalf,26
3,2.2003444682,1.8678131485,-598912.47797779,2,0.48,0.24,JC_equalf,26
4,1.4463398337,1.8678131485,-595952.581725275,2,0.48,0.24,JC_equalf,26
5,0.1782846893,1.8678131485,-437032.411515735,2,0.48,0.24,JC_equalf,26
6,1.8998029362,1.8678131485,-598467.716123867,2,0.48,0.24,JC_equalf,26
7,0.5015143317,1.8678131485,-537773.188706581,2,0.48,0.24,JC_equalf,26
8,1.511165779,1.8678131485,-596573.943618899,2,0.48,0.24,JC_equalf,26
9,1.878865064,1.8678131485,-598416.174922082,2,0.48,0.24,JC_equalf,26
10,1.4563426026,1.8678131485,-596057.079302213,2,0.48,0.24,JC_equalf,26
1,1.9245685752,1.8707000009,-598530.578643586,2,0.48,0.24,JC_equalf,27
2,1.0396699788,1.8707000009,-587309.6421814,2,0.48,0.24,JC_equalf,27
3,2.217215328,1.8707000009,-598928.903700875,2,0.48,0.24,JC_equalf,27
4,1.447725884,1.8707000009,-595990.821965283,2,0.48,0.24,JC_equalf,27
5,0.1783943645,1.8707000009,-437225.595968408,2,0.48,0.24,JC_equalf,27
6,1.8970668379,1.8707000009,-598468.181303104,2,0.48,0.24,JC_equalf,27
7,0.5046167252,1.8707000009,-538479.481817347,2,0.48,0.24,JC_equalf,27
8,1.5292850935,1.8707000009,-596744.819943514,2,0.48,0.24,JC_equalf,27
9,1.8646131959,1.8707000009,-598386.611962444,2,0.48,0.24,JC_equalf,27
10,1.4568361915,1.8707000009,-596085.177914173,2,0.48,0.24,JC_equalf,27
1,1.9690769379,1.8702080403,-598618.937905115,2,0.48,0.24,JC_equalf,28
2,1.0329053354,1.8702080403,-587044.472018615,2,0.48,0.24,JC_equalf,28
3,2.2337073194,1.8702080403,-598940.995659178,2,0.48,0.24,JC_equalf,28
4,1.4364959377,1.8702080403,-595866.54722399,2,0.48,0.24,JC_equalf,28
5,0.1768563235,1.8702080403,-436428.416549289,2,0.48,0.24,JC_equalf,28
6,1.8874842289,1.8702080403,-598443.806504284,2,0.48,0.24,JC_equalf,28
7,0.5077378623,1.8702080403,-539018.35190787,2,0.48,0.24,JC_equalf,28
8,1.5260599921,1.8702080403,-596715.341151958,2,0.48,0.24,JC_equalf,28
9,1.8790995145,1.8702080403,-598422.887351917,2,0.48,0.24,JC_equalf,28
10,1.4579070088,1.8702080403,-596092.186520937,2,0.48,0.24,JC_equalf,28
1,1.9655346982,1.8684948677,-598608.907795481,2,0.48,0.24,JC_equalf,29
2,1.0434242598,1.8684948677,-587403.409701921,2,0.48,0.24,JC_equalf,29
3,2.2071478303,1.8684948677,-598918.773282963,2,0.48,0.24,JC_equalf,29
4,1.4160149393,1.8684948677,-595620.657995341,2,0.48,0.24,JC_equalf,29
5,0.1779524717,1.8684948677,-436898.293425162,2,0.48,0.24,JC_equalf,29
6,1.8768629821,1.8684948677,-598412.808534239,2,0.48,0.24,JC_equalf,29
7,0.5057482887,1.8684948677,-538576.39761061,2,0.48,0.24,JC_equalf,29
8,1.5377276805,1.8684948677,-596797.827396726,2,0.48,0.24,JC_equalf,29
9,1.8692159046,1.8684948677,-598392.955254538,2,0.48,0.24,JC_equalf,29
10,1.455042104,1.8684948677,-596049.15808776,2,0.48,0.24,JC_equalf,29
1,1.9611976451,1.8684199992,-598600.485260574,2,0.48,0.24,JC_equalf,3
2,1.0379528944,1.8684199992,-587197.941711899,2,0.48,0.24,JC_equalf,3
3,2.1840662414,1.8684199992,-598899.060166098,2,0.48,0.24,JC_equalf,3
4,1.4261719929,1.8684199992,-595736.710894882,2,0.48,0.24,JC_equalf,3
5,0.178439025,1.8684199992,-437138.875184062,2,0.48,0.24,JC_equalf,3
6,1.8871799968,1.8684199992,-598438.601947092,2,0.48,0.24,JC_equalf,3
7,0.5048706453,1.8684199992,-538413.966349996,2,0.48,0.24,JC_equalf,3
8,1.5255680978,1.8684199992,-596699.345848444,2,0.48,0.24,JC_equalf,3
9,1.8763742715,1.8684199992,-598411.363722423,2,0.48,0.24,JC_equalf,3
10,1.4657981397,1.8684199992,-596157.579125815,2,0.48,0.24,JC_equalf,3
1,1.9533142453,1.8676156914,-598583.465949776,2,0.48,0.24,JC_equalf,30
2,1.0397732341,1.8676156914,-587249.430060271,2,0.48,0.24,JC_equalf,30
3,2.2449548937,1.8676156914,-598946.921567514,2,0.48,0.24,JC_equalf,30
4,1.4240407909,1.8676156914,-595705.546789076,2,0.48,0.24,JC_equalf,30
5,0.1780912623,1.8676156914,-436925.910780486,2,0.48,0.24,JC_equalf,30
6,1.899416417,1.8676156914,-598466.319745297,2,0.48,0.24,JC_equalf,30
7,0.5045816353,1.8676156914,-538322.201589512,2,0.48,0.24,JC_equalf,30
8,1.5078296222,1.8676156914,-596543.63433199,2,0.48,0.24,JC_equalf,30
9,1.8815188777,1.8676156914,-598422.408792991,2,0.48,0.24,JC_equalf,30
10,1.4620878728,1.8676156914,-596114.046978069,2,0.48,0.24,JC_equalf,30
1,1.9184710994,1.8690680366,-598513.537499721,2,0.48,0.24,JC_equalf,4
2,1.0414449723,1.8690680366,-587341.905336382,2,0.48,0.24,JC_equalf,4
3,2.2016197929,1.8690680366,-598914.776329845,2,0.48,0.24,JC_equalf,4
4,1.4334180663,1.8690680366,-595823.189237965,2,0.48,0.24,JC_equalf,4
5,0.1786523444,1.8690680366,-437276.828513197,2,0.48,0.24,JC_equalf,4
6,1.8740386147,1.8690680366,-598407.021825468,2,0.48,0.24,JC_equalf,4
7,0.5057236175,1.8690680366,-538599.963221269,2,0.48,0.24,JC_equalf,4
8,1.5391528505,1.8690680366,-596812.771572883,2,0.48,0.24,JC_equalf,4
9,1.8952098152,1.8690680366,-598459.786646803,2,0.48,0.24,JC_equalf,4
10,1.4449493461,1.8690680366,-595948.123270696,2,0.48,0.24,JC_equalf,4
1,1.9829232636,1.8717053381,-598646.898658989,2,0.48,0.24,JC_equalf,5
2,1.0419112363,1.8717053381,-587413.649070438,2,0.48,0.24,JC_equalf,5
3,2.2079006144,1.8717053381,-598922.456015848,2,0.48,0.24,JC_equalf,5
4,1.4309885673,1.8717053381,-595818.659766756,2,0.48,0.24,JC_equalf,5
5,0.1786284181,1.8717053381,-437391.08558117,2,0.48,0.24,JC_equalf,5
6,1.8682328282,1.8717053381,-598398.789961981,2,0.48,0.24,JC_equalf,5
7,0.5052715208,1.8717053381,-538647.084461476,2,0.48,0.24,JC_equalf,5
8,1.532409735,1.8717053381,-596776.524132549,2,0.48,0.24,JC_equalf,5
9,1.8751460222,1.8717053381,-598416.655281282,2,0.48,0.24,JC_equalf,5
10,1.4522905496,1.8717053381,-596046.515882082,2,0.48,0.24,JC_equalf,5
1,1.9312107049,1.8700852861,-598543.445350207,2,0.48,0.24,JC_equalf,6
