site,rate,t,lnL,num_taxa,time,br_len,site_dupl,rep
6,2.4347761878,1.677309489,-5989.0053527981,2,0.48,0.24,1000,26
7,0.8128497089,1.677309489,-5682.2666555759,2,0.48,0.24,1000,26
8,0.9984313676,1.677309489,-5805.6875684319,2,0.48,0.24,1000,26
9,2.7778050963,1.677309489,-5990.6564283915,2,0.48,0.24,1000,26
10,2.1011380258,1.677309489,-5984.3623067266,2,0.48,0.24,1000,26
11,0.822745236,1.677309489,-5690.4822562689,2,0.48,0.24,1000,26
12,3.1282329675,1.677309489,-5991.209306179,2,0.48,0.24,1000,26
13,1.6567750678,1.677309489,-5963.6468789339,2,0.48,0.24,1000,26
14,0.9658444405,1.677309489,-5788.1583588939,2,0.48,0.24,1000,26
15,0.6832579471,1.677309489,-5552.4046659892,2,0.48,0.24,1000,26
16,2.1453199401,1.677309489,-5985.2834812272,2,0.48,0.24,1000,26
17,1.6567746534,1.677309489,-5963.646878934,2,0.48,0.24,1000,26
18,1.6082773801,1.677309489,-5959.3026467245,2,0.48,0.24,1000,26
19,2.2184150463,1.677309489,-5986.55799174,2,0.48,0.24,1000,26
20,0.332385133,1.677309489,-4866.544079578,2,0.48,0.24,1000,26
21,1.4461522784,1.677309489,-5939.5368444858,2,0.48,0.24,1000,26
22,1.6878883569,1.677309489,-5966.1304929299,2,0.48,0.24,1000,26
23,1.1289612598,1.677309489,-5862.4384019709,2,0.48,0.24,1000,26
24,0.2271728765,1.677309489,-4493.7176268535,2,0.48,0.24,1000,26
25,1.9190709329,1.677309489,-5978.946590914,2,0.48,0.24,1000,26
26,0.4132494334,1.677309489,-5086.2374478631,2,0.48,0.24,1000,26
27,0.7817786503,1.677309489,-5655.0356222885,2,0.48,0.24,1000,26
28,0.0107656516,1.677309489,-3131.9096232361,2,0.48,0.24,1000,26
29,0.2870294175,1.677309489,-4719.6884025359,2,0.48,0.24,1000,26
30,1.029364833,1.677309489,-5820.9784944105,2,0.48,0.24,1000,26
31,3.0195362704,1.677309489,-5991.0991533467,2,0.48,0.24,1000,26
32,1.1950278947,1.677309489,-5884.4083167228,2,0.48,0.24,1000,26
33,0.4670679421,1.677309489,-5207.6978799467,2,0.48,0.24,1000,26
34,1.9190715612,1.677309489,-5978.9465909141,2,0.48,0.24,1000,26
35,1.5634302729,1.677309489,-5954.7108290517,2,0.48,0.24,1000,26
36,2.4347754222,1.677309489,-5989.0053527981,2,0.48,0.24,1000,26
37,1.3245815682,1.677309489,-5917.5498775468,2,0.48,0.24,1000,26
38,4.0877693706,1.677309489,-5991.4540866153,2,0.48,0.24,1000,26
39,2.2449165926,1.677309489,-5986.9535166079,2,0.48,0.24,1000,26
40,1.5058213691,1.677309489,-5947.8834517288,2,0.48,0.24,1000,26
41,1.818268799,1.677309489,-5974.4053999312,2,0.48,0.24,1000,26
42,2.9276372392,1.677309489,-5990.9700831002,2,0.48,0.24,1000,26
43,2.4732528979,1.677309489,-5989.2918206286,2,0.48,0.24,1000,26
44,38.1707592833,1.677309489,-5991.4645471078,2,0.48,0.24,1000,26
45,1.8051645283,1.677309489,-5973.7092215271,2,0.48,0.24,1000,26
46,0.6450273166,1.677309489,-5504.851493121,2,0.48,0.24,1000,26
47,0.9289547524,1.677309489,-5766.3966525476,2,0.48,0.24,1000,26
48,1.7095699506,1.677309489,-5967.733614333,2,0.48,0.24,1000,26
49,1.4252314523,1.677309489,-5936.2631263133,2,0.48,0.24,1000,26
50,1.1125135874,1.677309489,-5856.3320829461,2,0.48,0.24,1000,26
51,0.013326847,1.677309489,-3159.4713218691,2,0.48,0.24,1000,26
52,0.6852353341,1.677309489,-5554.7366524377,2,0.48,0.24,1000,26
53,0.9658444405,1.677309489,-5788.1583588939,2,0.48,0.24,1000,26
54,1.1632839402,1.677309489,-5874.341180626,2,0.48,0.24,1000,26
55,0.837903507,1.677309489,-5702.6594508555,2,0.48,0.24,1000,26
56,1.818268803,1.677309489,-5974.4053999313,2,0.48,0.24,1000,26
57,0.3129775117,1.677309489,-4806.0196477813,2,0.48,0.24,1000,26
58,1.554850942,1.677309489,-5953.7635664931,2,0.48,0.24,1000,26
59,2.1011374311,1.677309489,-5984.3623067266,2,0.48,0.24,1000,26
60,0.8007068759,1.677309489,-5671.8886073062,2,0.48,0.24,1000,26
61,0.0805076766,1.677309489,-3715.9899423267,2,0.48,0.24,1000,26
62,2.9276348633,1.677309489,-5990.9700831001,2,0.48,0.24,1000,26
63,0.6322054734,1.677309489,-5487.8013349915,2,0.48,0.24,1000,26
64,1.1206805745,1.677309489,-5859.3979835232,2,0.48,0.24,1000,26
65,2.4732536945,1.677309489,-5989.2918206286,2,0.48,0.24,1000,26
66,0.6676703222,1.677309489,-5533.5914150142,2,0.48,0.24,1000,26
67,87.617534091,1.677309489,-5991.4645471078,2,0.48,0.24,1000,26
68,0.9319431868,1.677309489,-5768.2398101955,2,0.48,0.24,1000,26
69,2.7778030455,1.677309489,-5990.6564283914,2,0.48,0.24,1000,26
70,2.3017387008,1.677309489,-5987.6994711005,2,0.48,0.24,1000,26
71,2.0802158589,1.677309489,-5983.8807786124,2,0.48,0.24,1000,26
72,1.8594029201,1.677309489,-5976.4237007608,2,0.48,0.24,1000,26
73,0.0586459922,1.677309489,-3558.005405372,2,0.48,0.24,1000,26
74,0.9884669418,1.677309489,-5800.4876808347,2,0.48,0.24,1000,26
75,1.5634297127,1.677309489,-5954.7108290517,2,0.48,0.24,1000,26
76,2.1930406039,1.677309489,-5986.1476890648,2,0.48,0.24,1000,26
77,0.126798606,1.677309489,-4006.0328384903,2,0.48,0.24,1000,26
78,2.3323203501,1.677309489,-5988.0495061779,2,0.48,0.24,1000,26
79,2.6062902394,1.677309489,-5990.0515309536,2,0.48,0.24,1000,26
80,0.9027122047,1.677309489,-5749.5699047739,2,0.48,0.24,1000,26
81,1.7436474064,1.677309489,-5970.0575746158,2,0.48,0.24,1000,26
82,2.3323202849,1.677309489,-5988.0495061779,2,0.48,0.24,1000,26
83,2.5143871302,1.677309489,-5989.5618337178,2,0.48,0.24,1000,26
84,0.7748325063,1.677309489,-5648.6378143553,2,0.48,0.24,1000,26
85,0.8640563777,1.677309489,-5722.5593411378,2,0.48,0.24,1000,26
86,1.8453741609,1.677309489,-5975.7627515224,2,0.48,0.24,1000,26
87,2.0215269071,1.677309489,-5982.3543525456,2,0.48,0.24,1000,26
88,1.2537173178,1.677309489,-5900.8810307265,2,0.48,0.24,1000,26
89,0.5400431014,1.677309489,-5346.6944386818,2,0.48,0.24,1000,26
90,2.6581654347,1.677309489,-5990.2707132823,2,0.48,0.24,1000,26
91,0.1570476199,1.677309489,-4170.416810402,2,0.48,0.24,1000,26
92,1.0154181303,1.677309489,-5814.2401820772,2,0.48,0.24,1000,26
93,2.1228197503,1.677309489,-5984.8299293779,2,0.48,0.24,1000,26
94,0.7611785683,1.677309489,-5635.7159678254,2,0.48,0.24,1000,26
95,0.8328078132,1.677309489,-5698.6199882373,2,0.48,0.24,1000,26
96,2.193041491,1.677309489,-5986.1476890648,2,0.48,0.24,1000,26
97,50.1415949049,1.677309489,-5991.4645471078,2,0.48,0.24,1000,26
98,1.3984318906,1.677309489,-5931.7799871123,2,0.48,0.24,1000,26
99,2.272651259,1.677309489,-5987.3340745537,2,0.48,0.24,1000,26
100,0.2308528156,1.677309489,-4508.8276166491,2,0.48,0.24,1000,26
101,0.4575286692,1.677309489,-5187.4368857605,2,0.48,0.24,1000,26
102,3.0195448896,1.677309489,-5991.0991533467,2,0.48,0.24,1000,26
103,1.505821786,1.677309489,-5947.8834517287,2,0.48,0.24,1000,26
104,0.379102273,1.677309489,-4999.4151095894,2,0.48,0.24,1000,26
105,2.1011382382,1.677309489,-5984.3623067266,2,0.48,0.24,1000,26
106,2.301741534,1.677309489,-5987.6994711005,2,0.48,0.24,1000,26
107,0.861389,1.677309489,-5720.5918394978,2,0.48,0.24,1000,26
108,2.3986322932,1.677309489,-5988.7026622086,2,0.48,0.24,1000,26
109,2.3017392002,1.677309489,-5987.6994711004,2,0.48,0.24,1000,26
110,2.1011363468,1.677309489,-5984.3623067266,2,0.48,0.24,1000,26
111,0.0114052443,1.677309489,-3138.8820977373,2,0.48,0.24,1000,26
112,10.499523289,1.677309489,-5991.4645471079,2,0.48,0.24,1000,26
113,2.6581652364,1.677309489,-5990.2707132823,2,0.48,0.24,1000,26
114,1.0188741708,1.677309489,-5815.9334637412,2,0.48,0.24,1000,26
115,1.9349703168,1.677309489,-5979.5464752089,2,0.48,0.24,1000,26
116,84.0129229789,1.677309489,-5991.4645471076,2,0.48,0.24,1000,26
117,3.1283390404,1.677309489,-5991.2093061859,2,0.48,0.24,1000,26
118,1.5380559772,1.677309489,-5951.8406995752,2,0.48,0.24,1000,26
119,1.5380561348,1.677309489,-5951.8406995752,2,0.48,0.24,1000,26
120,3.1282392629,1.677309489,-5991.209306179,2,0.48,0.24,1000,26
121,0.6715293124,1.677309489,-5538.3208770606,2,0.48,0.24,1000,26
122,0.2819726281,1.677309489,-4702.1002069773,2,0.48,0.24,1000,26
123,2.4732533905,1.677309489,-5989.2918206286,2,0.48,0.24,1000,26
124,2.3017404246,1.677309489,-5987.6994711005,2,0.48,0.24,1000,26
1,2.6151886026,1.6716023457,-5990.0515309536,2,0.48,0.24,1000,27
2,0.941167783,1.6716023457,-5771.910068168,2,0.48,0.24,1000,27
3,2.2525809037,1.6716023457,-5986.9535166078,2,0.48,0.24,1000,27
4,1.8801673168,1.6716023457,-5977.0726788981,2,0.48,0.24,1000,27
5,0.1470241606,1.6716023457,-4115.1858162612,2,0.48,0.24,1000,27
6,2.787288257,1.6716023457,-5990.6564283914,2,0.48,0.24,1000,27
7,0.7986355413,1.6716023457,-5667.7038610254,2,0.48,0.24,1000,27
8,1.0435938514,1.6716023457,-5825.9709041881,2,0.48,0.24,1000,27
9,2.7872873796,1.6716023457,-5990.6564283914,2,0.48,0.24,1000,27
10,3.2724067261,1.6716023457,-5991.30021799,2,0.48,0.24,1000,27
11,0.7683094906,1.6716023457,-5640.0418738276,2,0.48,0.24,1000,27
12,2.937631797,1.6716023457,-5990.9700831001,2,0.48,0.24,1000,27
13,1.6830621904,1.6716023457,-5965.3130589216,2,0.48,0.24,1000,27
14,0.9472721708,1.6716023457,-5775.5588195403,2,0.48,0.24,1000,27
15,0.6836130447,1.6716023457,-5550.0682954173,2,0.48,0.24,1000,27
16,2.2525810265,1.6716023457,-5986.9535166078,2,0.48,0.24,1000,27
17,1.6137680771,1.6716023457,-5959.3026467245,2,0.48,0.24,1000,27
18,1.4370134613,1.6716023457,-5937.3628938291,2,0.48,0.24,1000,27
19,2.5673048803,1.6716023457,-5989.815152795,2,0.48,0.24,1000,27
20,0.3226229607,1.6716023457,-4833.0865450766,2,0.48,0.24,1000,27
21,1.3838021015,1.6716023457,-5928.3307615863,2,0.48,0.24,1000,27
22,1.7735328268,1.6716023457,-5971.5519704966,2,0.48,0.24,1000,27
23,1.1761843542,1.6716023457,-5877.2510920445,2,0.48,0.24,1000,27
24,0.2533628185,1.6716023457,-4594.2614693212,2,0.48,0.24,1000,27
25,2.0873184624,1.6716023457,-5983.8807786124,2,0.48,0.24,1000,27
26,0.413402226,1.6716023457,-5083.1909202775,2,0.48,0.24,1000,27
27,0.7525953031,1.6716023457,-5624.8202369596,2,0.48,0.24,1000,27
28,0.0082427748,1.6716023457,-3103.3815886976,2,0.48,0.24,1000,27
29,0.2972525744,1.6716023457,-4751.0751144544,2,0.48,0.24,1000,27
30,1.1672556604,1.6716023457,-5874.341180626,2,0.48,0.24,1000,27
31,2.2525809245,1.6716023457,-5986.9535166078,2,0.48,0.24,1000,27
32,1.145499443,1.6716023457,-5866.9508113406,2,0.48,0.24,1000,27
33,0.4659120953,1.6716023457,-5201.9290381681,2,0.48,0.24,1000,27
34,1.9256229086,1.6716023457,-5978.946590914,2,0.48,0.24,1000,27
35,1.6044935404,1.6716023457,-5958.4037885046,2,0.48,0.24,1000,27
36,2.3726278316,1.6716023457,-5988.3839738803,2,0.48,0.24,1000,27
37,1.2789900419,1.6716023457,-5906.143642566,2,0.48,0.24,1000,27
38,3.2724156056,1.6716023457,-5991.30021799,2,0.48,0.24,1000,27
39,2.5673052945,1.6716023457,-5989.815152795,2,0.48,0.24,1000,27
40,1.4165005353,1.6716023457,-5934.038268581,2,0.48,0.24,1000,27
41,1.6523777785,1.6716023457,-5962.7983019308,2,0.48,0.24,1000,27
42,2.4430877182,1.6716023457,-5989.0053527981,2,0.48,0.24,1000,27
43,2.2259900167,1.6716023457,-5986.55799174,2,0.48,0.24,1000,27
44,2.8577503989,1.6716023457,-5990.8224076483,2,0.48,0.24,1000,27
45,1.7984623977,1.6716023457,-5973.001520073,2,0.48,0.24,1000,27
46,0.6661026816,1.6716023457,-5528.8445917894,2,0.48,0.24,1000,27
47,0.9534395753,1.6716023457,-5779.1859461812,2,0.48,0.24,1000,27
48,1.974819827,1.6716023457,-5980.7083419446,2,0.48,0.24,1000,27
49,1.2327525325,1.6716023457,-5894.140489496,2,0.48,0.24,1000,27
50,1.0328792078,1.6716023457,-5820.9784944105,2,0.48,0.24,1000,27
51,0.0114441978,1.6716023457,-3138.8820977384,2,0.48,0.24,1000,27
52,0.7751726144,1.6716023457,-5646.4958336044,2,0.48,0.24,1000,27
53,0.9628114139,1.6716023457,-5784.5858258075,2,0.48,0.24,1000,27
54,1.1806995974,1.6716023457,-5878.6960291052,2,0.48,0.24,1000,27
55,0.8407642728,1.6716023457,-5702.6594508555,2,0.48,0.24,1000,27
56,1.7044292527,1.6716023457,-5966.9373742675,2,0.48,0.24,1000,27
57,0.2809176915,1.6716023457,-4695.0345093249,2,0.48,0.24,1000,27
58,1.7614468479,1.6716023457,-5970.8103281952,2,0.48,0.24,1000,27
59,2.2804105087,1.6716023457,-5987.3340745537,2,0.48,0.24,1000,27
60,0.8034406324,1.6716023457,-5671.8886073062,2,0.48,0.24,1000,27
61,0.0880392209,1.6716023457,-3764.8960473709,2,0.48,0.24,1000,27
62,2.4816975767,1.6716023457,-5989.2918206286,2,0.48,0.24,1000,27
63,0.6271344808,1.6716023457,-5477.964814076,2,0.48,0.24,1000,27
64,1.1541072687,1.6716023457,-5869.926638396,2,0.48,0.24,1000,27
65,2.5229702363,1.6716023457,-5989.5618337179,2,0.48,0.24,1000,27
66,0.6816418967,1.6716023457,-5547.7275463847,2,0.48,0.24,1000,27
67,2.4068215144,1.6716023457,-5988.7026622086,2,0.48,0.24,1000,27
68,0.9442122064,1.6716023457,-5773.7371395102,2,0.48,0.24,1000,27
69,2.5673069531,1.6716023457,-5989.815152795,2,0.48,0.24,1000,27
70,2.7242584813,1.6716023457,-5990.472436471,2,0.48,0.24,1000,27
71,1.7496004507,1.6716023457,-5970.0575746158,2,0.48,0.24,1000,27
72,2.0284287755,1.6716023457,-5982.3543525457,2,0.48,0.24,1000,27
73,0.0581518198,1.6716023457,-3552.7288720809,2,0.48,0.24,1000,27
74,0.8778345337,1.6716023457,-5730.3788461168,2,0.48,0.24,1000,27
75,1.487802363,1.6716023457,-5944.8199413889,2,0.48,0.24,1000,27
76,2.2005281783,1.6716023457,-5986.1476890648,2,0.48,0.24,1000,27
77,0.1202568512,1.6716023457,-3965.7315672992,2,0.48,0.24,1000,27
78,2.9376378441,1.6716023457,-5990.9700831002,2,0.48,0.24,1000,27
79,2.7242584665,1.6716023457,-5990.472436471,2,0.48,0.24,1000,27
80,0.8537417963,1.6716023457,-5712.6716756077,2,0.48,0.24,1000,27
81,1.568767924,1.6716023457,-5954.7108290517,2,0.48,0.24,1000,27
82,15.8207440255,1.6716023457,-5991.464547108,2,0.48,0.24,1000,27
83,95.2045088987,1.6716023457,-5991.4645471077,2,0.48,0.24,1000,27
84,0.8433374301,1.6716023457,-5704.6717949965,2,0.48,0.24,1000,27
85,0.9173545516,1.6716023457,-5757.1011453069,2,0.48,0.24,1000,27
86,1.8244766875,1.6716023457,-5974.4053999313,2,0.48,0.24,1000,27
87,1.9921607023,1.6716023457,-5981.2700563082,2,0.48,0.24,1000,27
88,1.2789903872,1.6716023457,-5906.143642566,2,0.48,0.24,1000,27
89,0.5341477394,1.6716023457,-5333.2491495103,2,0.48,0.24,1000,27
90,2.5229721231,1.6716023457,-5989.5618337178,2,0.48,0.24,1000,27
91,0.1518747129,1.6716023457,-4140.802192298,2,0.48,0.24,1000,27
92,1.1497879102,1.6716023457,-5868.4419869062,2,0.48,0.24,1000,27
93,2.3726274811,1.6716023457,-5988.3839738803,2,0.48,0.24,1000,27
94,0.7287063816,1.6716023457,-5600.4465111229,2,0.48,0.24,1000,27
95,0.8180918082,1.6716023457,-5684.3278211885,2,0.48,0.24,1000,27
96,2.4816991309,1.6716023457,-5989.2918206286,2,0.48,0.24,1000,27
97,2.1526444118,1.6716023457,-5985.2834812272,2,0.48,0.24,1000,27
98,1.4032059957,1.6716023457,-5931.7799871123,2,0.48,0.24,1000,27
99,2.4068216159,1.6716023457,-5988.7026622086,2,0.48,0.24,1000,27
100,0.2316470908,1.6716023457,-4508.8276167503,2,0.48,0.24,1000,27
101,0.3936242737,1.6716023457,-5033.9003458898,2,0.48,0.24,1000,27
102,3.2724801023,1.6716023457,-5991.3002179922,2,0.48,0.24,1000,27
103,1.5601601597,1.6716023457,-5953.7635664932,2,0.48,0.24,1000,27
104,0.3792084485,1.6716023457,-4996.2558481854,2,0.48,0.24,1000,27
105,1.8244767259,1.6716023457,-5974.4053999312,2,0.48,0.24,1000,27
106,2.1083107804,1.6716023457,-5984.3623067266,2,0.48,0.24,1000,27
107,0.7867890623,1.6716023457,-5657.158818524,2,0.48,0.24,1000,27
108,2.2804097044,1.6716023457,-5987.3340745537,2,0.48,0.24,1000,27
109,2.6672410818,1.6716023457,-5990.2707132823,2,0.48,0.24,1000,27
110,2.2005285558,1.6716023457,-5986.1476890648,2,0.48,0.24,1000,27
111,0.0101613057,1.6716023457,-3124.8772739479,2,0.48,0.24,1000,27
112,98.2041697735,1.6716023457,-5991.4645471078,2,0.48,0.24,1000,27
113,2.9376311287,1.6716023457,-5990.9700831001,2,0.48,0.24,1000,27
114,1.029349778,1.6716023457,-5819.3026387352,2,0.48,0.24,1000,27
115,1.8657501632,1.6716023457,-5976.4237007607,2,0.48,0.24,1000,27
116,2.2525817844,1.6716023457,-5986.9535166078,2,0.48,0.24,1000,27
117,2.9376300766,1.6716023457,-5990.9700831001,2,0.48,0.24,1000,27
118,1.6830621903,1.6716023457,-5965.3130589216,2,0.48,0.24,1000,27
119,1.6231895485,1.6716023457,-5960.1916042336,2,0.48,0.24,1000,27
120,2.5673015038,1.6716023457,-5989.815152795,2,0.48,0.24,1000,27
121,0.6777191946,1.6716023457,-5543.0329353248,2,0.48,0.24,1000,27
122,0.2809176988,1.6716023457,-4695.0345093248,2,0.48,0.24,1000,27
123,2.2005306626,1.6716023457,-5986.1476890648,2,0.48,0.24,1000,27
124,2.3095973291,1.6716023457,-5987.6994711004,2,0.48,0.24,1000,27
1,81.8253677077,1.6706092327,-5991.4645471077,2,0.48,0.24,1000,28
2,0.9356809158,1.6706092327,-5768.2398101955,2,0.48,0.24,1000,28
3,2.2817663657,1.6706092327,-5987.3340745537,2,0.48,0.24,1000,28
4,2.3740385108,1.6706092327,-5988.3839738803,2,0.48,0.24,1000,28
5,0.1280821261,1.6706092327,-4010.476779253,2,0.48,0.24,1000,28
6,2.8594497568,1.6706092327,-5990.8224076483,2,0.48,0.24,1000,28
7,0.7530426672,1.6706092327,-5624.8202369596,2,0.48,0.24,1000,28
8,1.0852549394,1.6706092327,-5843.8175140999,2,0.48,0.24,1000,28
9,2.524471482,1.6706092327,-5989.5618337179,2,0.48,0.24,1000,28
10,2.9393775852,1.6706092327,-5990.9700831001,2,0.48,0.24,1000,28
11,0.7991103385,1.6706092327,-5667.7038610254,2,0.48,0.24,1000,28
12,3.0316501944,1.6706092327,-5991.0991533467,2,0.48,0.24,1000,28
13,1.6840627143,1.6706092327,-5965.3130589216,2,0.48,0.24,1000,28
14,0.8921810575,1.6706092327,-5740.0387105875,2,0.48,0.24,1000,28
15,0.7270131739,1.6706092327,-5598.2034810165,2,0.48,0.24,1000,28
16,2.0486390391,1.6706092327,-5982.8766464168,2,0.48,0.24,1000,28
17,1.8668589454,1.6706092327,-5976.4237007607,2,0.48,0.24,1000,28
18,1.4963122374,1.6706092327,-5945.8500909389,2,0.48,0.24,1000,28
19,2.310970541,1.6706092327,-5987.6994711004,2,0.48,0.24,1000,28
20,0.3174366072,1.6706092327,-4816.2012124006,2,0.48,0.24,1000,28
21,1.5278240091,1.6706092327,-5949.8804884906,2,0.48,0.24,1000,28
22,1.8390122426,1.6706092327,-5975.0899468526,2,0.48,0.24,1000,28
23,1.1461804508,1.6706092327,-5866.9508113406,2,0.48,0.24,1000,28
24,0.2506333263,1.6706092327,-4583.2559701691,2,0.48,0.24,1000,28
25,2.0112150316,1.6706092327,-5981.8187739254,2,0.48,0.24,1000,28
26,0.4263572494,1.6706092327,-5113.4758326133,2,0.48,0.24,1000,28
27,0.733415166,1.6706092327,-5604.919016647,2,0.48,0.24,1000,28
28,0.0044269487,1.6706092327,-3058.05170495,2,0.48,0.24,1000,28
29,0.2933011067,1.6706092327,-4737.1684785224,2,0.48,0.24,1000,28
30,1.0478312563,1.6706092327,-5827.6232566751,2,0.48,0.24,1000,28
31,2.8594489761,1.6706092327,-5990.8224076483,2,0.48,0.24,1000,28
32,1.19516256,1.6706092327,-5882.9904223258,2,0.48,0.24,1000,28
33,0.4553053909,1.6706092327,-5178.6935758441,2,0.48,0.24,1000,28
34,1.799532195,1.6706092327,-5973.001520073,2,0.48,0.24,1000,28
35,1.5040363305,1.6706092327,-5946.8712811202,2,0.48,0.24,1000,28
36,2.2539199995,1.6706092327,-5986.9535166078,2,0.48,0.24,1000,28
37,1.2536074647,1.6706092327,-5899.5472315832,2,0.48,0.24,1000,28
38,39.6691448947,1.6706092327,-5991.4645471079,2,0.48,0.24,1000,28
39,2.4082518666,1.6706092327,-5988.7026622086,2,0.48,0.24,1000,28
40,1.4663768589,1.6706092327,-5941.676324346,2,0.48,0.24,1000,28
41,1.7995312735,1.6706092327,-5973.001520073,2,0.48,0.24,1000,28
42,14.3975291435,1.6706092327,-5991.4645471079,2,0.48,0.24,1000,28
43,1.9591314339,1.6706092327,-5980.1337697073,2,0.48,0.24,1000,28
44,2.6167412836,1.6706092327,-5990.0515309536,2,0.48,0.24,1000,28
45,1.8812836659,1.6706092327,-5977.072678898,2,0.48,0.24,1000,28
46,0.666498645,1.6706092327,-5528.8445917894,2,0.48,0.24,1000,28
47,0.8490210731,1.6706092327,-5708.6816560013,2,0.48,0.24,1000,28
48,1.9933455451,1.6706092327,-5981.2700563082,2,0.48,0.24,1000,28
49,1.3015196561,1.6706092327,-5911.288385784,2,0.48,0.24,1000,28
50,1.016040584,1.6706092327,-5812.5411290916,2,0.48,0.24,1000,28
51,0.0114510031,1.6706092327,-3138.8820977386,2,0.48,0.24,1000,28
52,0.7227828723,1.6706092327,-5593.7039004269,2,0.48,0.24,1000,28
53,0.9237683929,1.6706092327,-5760.8352360312,2,0.48,0.24,1000,28
54,1.2384523163,1.6706092327,-5895.5028392895,2,0.48,0.24,1000,28
55,0.764231601,1.6706092327,-5635.7159678254,2,0.48,0.24,1000,28
56,1.6241540565,1.6706092327,-5960.1916042337,2,0.48,0.24,1000,28
57,0.2922735034,1.6706092327,-4733.6810824369,2,0.48,0.24,1000,28
58,1.6634203981,1.6706092327,-5963.646878934,2,0.48,0.24,1000,28
59,3.1408937534,1.6706092327,-5991.2093061871,2,0.48,0.24,1000,28
60,0.8285548422,1.6706092327,-5692.5240144981,2,0.48,0.24,1000,28
61,0.0772354558,1.6706092327,-3691.1857745465,2,0.48,0.24,1000,28
62,2.4445422045,1.6706092327,-5989.0053527981,2,0.48,0.24,1000,28
63,0.6761690423,1.6706092327,-5540.67908436,2,0.48,0.24,1000,28
64,1.0969540252,1.6706092327,-5848.5571222709,2,0.48,0.24,1000,28
65,2.4082518913,1.6706092327,-5988.7026622086,2,0.48,0.24,1000,28
66,0.7082080415,1.6706092327,-5577.814105816,2,0.48,0.24,1000,28
67,2.3109707006,1.6706092327,-5987.6994711004,2,0.48,0.24,1000,28
68,0.9356806201,1.6706092327,-5768.2398101956,2,0.48,0.24,1000,28
69,2.4445401075,1.6706092327,-5989.0053527981,2,0.48,0.24,1000,28
70,2.2817659426,1.6706092327,-5987.3340745538,2,0.48,0.24,1000,28
71,1.8124049968,1.6706092327,-5973.7092215271,2,0.48,0.24,1000,28
72,2.131333136,1.6706092327,-5984.8299293779,2,0.48,0.24,1000,28
73,0.0595768259,1.6706092327,-3563.2696047765,2,0.48,0.24,1000,28
74,0.9208269508,1.6706092327,-5758.9708294196,2,0.48,0.24,1000,28
75,1.3127085974,1.6706092327,-5913.8158083827,2,0.48,0.24,1000,28
76,2.1095657448,1.6706092327,-5984.3623067266,2,0.48,0.24,1000,28
77,0.1544126579,1.6706092327,-4153.5295641889,2,0.48,0.24,1000,28
78,3.0316470443,1.6706092327,-5991.0991533467,2,0.48,0.24,1000,28
79,2.7889459957,1.6706092327,-5990.6564283914,2,0.48,0.24,1000,28
80,0.8675219763,1.6706092327,-5722.5593411378,2,0.48,0.24,1000,28
81,1.5963086535,1.6706092327,-5957.4951045793,2,0.48,0.24,1000,28
82,2.9393780847,1.6706092327,-5990.9700831002,2,0.48,0.24,1000,28
83,3.4466351968,1.6706092327,-5991.3715531428,2,0.48,0.24,1000,28
84,0.9178998597,1.6706092327,-5757.1011453069,2,0.48,0.24,1000,28
85,0.9509128654,1.6706092327,-5777.3750934227,2,0.48,0.24,1000,28
86,1.6533593702,1.6706092327,-5962.7983019308,2,0.48,0.24,1000,28
87,1.7745874578,1.6706092327,-5971.5519704966,2,0.48,0.24,1000,28
88,1.1679495489,1.6706092327,-5874.341180626,2,0.48,0.24,1000,28
89,0.5222799562,1.6706092327,-5311.525641381,2,0.48,0.24,1000,28
90,2.4831721152,1.6706092327,-5989.2918206286,2,0.48,0.24,1000,28
91,0.1776876938,1.6706092327,-4269.8223360895,2,0.48,0.24,1000,28
92,1.1293177603,1.6706092327,-5860.9213904256,2,0.48,0.24,1000,28
93,1.8960643099,1.6706092327,-5977.7095676929,2,0.48,0.24,1000,28
94,0.7664944277,1.6706092327,-5637.8812420492,2,0.48,0.24,1000,28
95,0.7991103078,1.6706092327,-5667.7038610254,2,0.48,0.24,1000,28
96,2.7889448701,1.6706092327,-5990.6564283914,2,0.48,0.24,1000,28
97,2.2817661495,1.6706092327,-5987.3340745537,2,0.48,0.24,1000,28
98,1.3536032121,1.6706092327,-5922.4204028049,2,0.48,0.24,1000,28
99,2.7258758182,1.6706092327,-5990.472436471,2,0.48,0.24,1000,28
100,0.2262362159,1.6706092327,-4486.1341500518,2,0.48,0.24,1000,28
101,0.41490683,1.6706092327,-5086.2374478631,2,0.48,0.24,1000,28
102,2.0682660811,1.6706092327,-5983.3855061557,2,0.48,0.24,1000,28
103,1.4309478394,1.6706092327,-5936.2631263133,2,0.48,0.24,1000,28
104,0.3700071585,1.6706092327,-4970.8359030259,2,0.48,0.24,1000,28
105,1.7276153917,1.6706092327,-5968.519122794,2,0.48,0.24,1000,28
106,2.4445407673,1.6706092327,-5989.0053527981,2,0.48,0.24,1000,28
107,0.8285548687,1.6706092327,-5692.5240144981,2,0.48,0.24,1000,28
108,2.7889452636,1.6706092327,-5990.6564283914,2,0.48,0.24,1000,28
109,19.4679524654,1.6706092327,-5991.464547108,2,0.48,0.24,1000,28
110,2.1539236948,1.6706092327,-5985.2834812272,2,0.48,0.24,1000,28
111,0.0063342767,1.6706092327,-3081.1781977005,2,0.48,0.24,1000,28
