site,rate,t,lnL,num_taxa,time,model
8,0.9648939276,1.8898900672,-584638.379983688,2,0.56,JC_equalf
9,2.2188640777,1.8898900672,-598947.189018904,2,0.56,JC_equalf
10,2.0622326323,1.8898900672,-598795.305658158,2,0.56,JC_equalf
1,2.7593588451,1.8887202732,-599119.088910779,2,0.56,JC_equalf
2,0.8523543489,1.8887202732,-578472.914901979,2,0.56,JC_equalf
3,2.1301453076,1.8887202732,-598870.266220864,2,0.56,JC_equalf
4,2.070977313,1.8887202732,-598804.608253756,2,0.56,JC_equalf
5,0.1161844565,1.8887202732,-402898.03627601,2,0.56,JC_equalf
6,2.2593051377,1.8887202732,-598973.592188495,2,0.56,JC_equalf
7,0.7226498438,1.8887202732,-568300.923181757,2,0.56,JC_equalf
8,0.9688158397,1.8887202732,-584789.692420064,2,0.56,JC_equalf
9,2.2632949072,1.8887202732,-598976.086739212,2,0.56,JC_equalf
10,2.0060537347,1.8887202732,-598714.948337984,2,0.56,JC_equalf
1,2.7948501379,1.8927434633,-599123.000474685,2,0.56,JC_equalf
2,0.8511550471,1.8927434633,-578512.31068673,2,0.56,JC_equalf
3,2.1334446015,1.8927434633,-598877.984331784,2,0.56,JC_equalf
4,2.0572093079,1.8927434633,-598792.875402389,2,0.56,JC_equalf
5,0.1172828122,1.8927434633,-403752.901010134,2,0.56,JC_equalf
6,2.2147832406,1.8927434633,-598946.653950036,2,0.56,JC_equalf
7,0.7282381305,1.8927434633,-568968.465089413,2,0.56,JC_equalf
8,0.9714218185,1.8927434633,-584999.944414424,2,0.56,JC_equalf
9,2.2278193022,1.8927434633,-598955.921581737,2,0.56,JC_equalf
10,2.0154875989,1.8927434633,-598735.642786402,2,0.56,JC_equalf
1,2.911114987,1.8921916304,-599131.217464047,2,0.56,JC_equalf
2,0.8537206568,1.8921916304,-578660.700996469,2,0.56,JC_equalf
3,2.1154672889,1.8921916304,-598859.292972141,2,0.56,JC_equalf
4,2.0652353101,1.8921916304,-598802.207348524,2,0.56,JC_equalf
5,0.1169143396,1.8921916304,-403497.580958168,2,0.56,JC_equalf
6,2.2599421493,1.8921916304,-598976.583623919,2,0.56,JC_equalf
7,0.7284945872,1.8921916304,-568972.557173123,2,0.56,JC_equalf
8,0.9675241262,1.8921916304,-584811.711171045,2,0.56,JC_equalf
9,2.201983965,1.8921916304,-598936.635562544,2,0.56,JC_equalf
10,1.9935935798,1.8921916304,-598701.155913183,2,0.56,JC_equalf
1,2.8633084473,1.8917378554,-599128.188516539,2,0.56,JC_equalf
2,0.8551583612,1.8917378554,-578739.21212022,2,0.56,JC_equalf
3,2.1769430467,1.8917378554,-598916.207491772,2,0.56,JC_equalf
4,2.0477542786,1.8917378554,-598779.196620881,2,0.56,JC_equalf
5,0.1164289527,1.8917378554,-403171.508487555,2,0.56,JC_equalf
6,2.2086486022,1.8917378554,-598941.266758963,2,0.56,JC_equalf
7,0.7272799707,1.8917378554,-568843.563135482,2,0.56,JC_equalf
8,0.9628497997,1.8917378554,-584587.815999041,2,0.56,JC_equalf
9,2.25372048,1.8917378554,-598972.338588933,2,0.56,JC_equalf
10,2.0147947264,1.8917378554,-598733.034369456,2,0.56,JC_equalf
1,2.7156330465,1.8924011638,-599114.885602923,2,0.56,JC_equalf
2,0.8575294951,1.8924011638,-578908.360983555,2,0.56,JC_equalf
3,2.1118929803,1.8924011638,-598855.803914645,2,0.56,JC_equalf
4,2.068062366,1.8924011638,-598805.976775808,2,0.56,JC_equalf
5,0.1151969659,1.8924011638,-402412.221450487,2,0.56,JC_equalf
6,2.2482090117,1.8924011638,-598969.312770923,2,0.56,JC_equalf
7,0.7289441052,1.8924011638,-569021.647002824,2,0.56,JC_equalf
8,0.9708635851,1.8924011638,-584967.068191186,2,0.56,JC_equalf
9,2.2046183646,1.8924011638,-598938.820902709,2,0.56,JC_equalf
10,2.0459672984,1.8924011638,-598777.78039237,2,0.56,JC_equalf
1,2.8417287561,1.8938129848,-599126.884414696,2,0.56,JC_equalf
2,0.856355375,1.8938129848,-578874.571038224,2,0.56,JC_equalf
3,2.1100163434,1.8938129848,-598855.485773407,2,0.56,JC_equalf
4,2.0740900109,1.8938129848,-598815.149058878,2,0.56,JC_equalf
5,0.1157889425,1.8938129848,-402845.077007566,2,0.56,JC_equalf
6,2.2376067692,1.8938129848,-598963.445629059,2,0.56,JC_equalf
7,0.7275842992,1.8938129848,-568945.955152344,2,0.56,JC_equalf
8,0.975789176,1.8938129848,-585218.416657498,2,0.56,JC_equalf
9,2.2102327547,1.8938129848,-598944.237922739,2,0.56,JC_equalf
10,2.0073354132,1.8938129848,-598725.164578279,2,0.56,JC_equalf
1,2.7469618683,1.8889081753,-599117.826568562,2,0.56,JC_equalf
2,0.8508776317,1.8889081753,-578383.280347054,2,0.56,JC_equalf
3,2.1415829445,1.8889081753,-598881.653409237,2,0.56,JC_equalf
4,2.0635797868,1.8889081753,-598795.652217376,2,0.56,JC_equalf
5,0.1168951444,1.8889081753,-403356.620633565,2,0.56,JC_equalf
6,2.2395717731,1.8889081753,-598960.867023414,2,0.56,JC_equalf
7,0.7256412667,1.8889081753,-568589.107252712,2,0.56,JC_equalf
8,0.9707378885,1.8889081753,-584880.83385415,2,0.56,JC_equalf
9,2.2065314677,1.8889081753,-598937.18288914,2,0.56,JC_equalf
10,1.9997309234,1.8889081753,-598705.390925329,2,0.56,JC_equalf
1,2.7144462477,1.891249603,-599114.550242944,2,0.56,JC_equalf
2,0.8525805015,1.891249603,-578560.623759682,2,0.56,JC_equalf
3,2.1272964936,1.891249603,-598870.266220865,2,0.56,JC_equalf
4,2.1006103696,1.891249603,-598842.305387497,2,0.56,JC_equalf
5,0.116029056,1.891249603,-402898.036276012,2,0.56,JC_equalf
6,2.2150608764,1.891249603,-598945.581819724,2,0.56,JC_equalf
7,0.7283717532,1.891249603,-568927.533555522,2,0.56,JC_equalf
8,0.9707911972,1.891249603,-584937.299400332,2,0.56,JC_equalf
9,2.2034398904,1.891249603,-598936.909308443,2,0.56,JC_equalf
10,2.0290822421,1.891249603,-598752.963565097,2,0.56,JC_equalf
1,2.7425667,1.8898760537,-599117.506673918,2,0.56,JC_equalf
2,0.8519724087,1.8898760537,-578481.870820596,2,0.56,JC_equalf
3,2.1517414503,1.8898760537,-598892.222488339,2,0.56,JC_equalf
4,2.0383693631,1.8898760537,-598763.843186225,2,0.56,JC_equalf
5,0.1158983881,1.8898760537,-402761.205464403,2,0.56,JC_equalf
6,2.2263128162,1.8898760537,-598952.503131174,2,0.56,JC_equalf
7,0.7265214636,1.8898760537,-568706.16749539,2,0.56,JC_equalf
8,0.9689528238,1.8898760537,-584822.715991971,2,0.56,JC_equalf
9,2.2240713339,1.8898760537,-598950.915885661,2,0.56,JC_equalf
10,2.0600572571,1.8898760537,-598792.527603062,2,0.56,JC_equalf
1,2.7524438225,1.8913679902,-599118.775912441,2,0.56,JC_equalf
2,0.8570680767,1.8913679902,-578849.660433616,2,0.56,JC_equalf
3,2.1503688635,1.8913679902,-598892.52155811,2,0.56,JC_equalf
4,2.0658580418,1.8913679902,-598801.863739888,2,0.56,JC_equalf
5,0.1161673593,1.8913679902,-402990.692224063,2,0.56,JC_equalf
6,2.1936919219,1.8913679902,-598929.460260306,2,0.56,JC_equalf
7,0.7296961756,1.8913679902,-569054.357987595,2,0.56,JC_equalf
8,0.9637953751,1.8913679902,-584622.585524438,2,0.56,JC_equalf
9,2.1490709718,1.8913679902,-598891.324309616,2,0.56,JC_equalf
10,2.0830285764,1.8913679902,-598822.538545099,2,0.56,JC_equalf
1,2.9207097798,1.9005080613,-599132.444162188,2,0.6,JC_equalf
2,0.8556711206,1.9005080613,-579022.033009999,2,0.6,JC_equalf
3,2.138090125,1.9005080613,-598890.724716177,2,0.6,JC_equalf
4,2.0542713703,1.9005080613,-598799.798823706,2,0.6,JC_equalf
5,0.1153327595,1.9005080613,-402814.179728246,2,0.6,JC_equalf
6,2.155118148,1.9005080613,-598906.103701002,2,0.6,JC_equalf
7,0.7385061749,1.9005080613,-570177.245753261,2,0.6,JC_equalf
8,0.9765163088,1.9005080613,-585401.605286501,2,0.6,JC_equalf
9,2.2175922965,1.9005080613,-598955.135210232,2,0.6,JC_equalf
10,2.0482609007,1.9005080613,-598792.179648815,2,0.6,JC_equalf
1,2.8423242016,1.8982785895,-599127.411313315,2,0.6,JC_equalf
2,0.8636007016,1.8982785895,-579453.325025016,2,0.6,JC_equalf
3,2.1083805025,1.8982785895,-598858.976580658,2,0.6,JC_equalf
4,2.0622145526,1.8982785895,-598806.660102531,2,0.6,JC_equalf
5,0.1152542334,1.8982785895,-402677.310163358,2,0.6,JC_equalf
6,2.1657074595,1.8982785895,-598913.053545251,2,0.6,JC_equalf
7,0.7406840097,1.8982785895,-570294.14759587,2,0.6,JC_equalf
8,0.971982606,1.8982785895,-585151.444671003,2,0.6,JC_equalf
9,2.1742344922,1.8982785895,-598920.192994981,2,0.6,JC_equalf
10,2.0043540205,1.8982785895,-598727.795258647,2,0.6,JC_equalf
1,2.9660644858,1.8980535355,-599134.469556118,2,0.6,JC_equalf
2,0.8612516758,1.8980535355,-579301.689628102,2,0.6,JC_equalf
3,2.0921974797,1.8980535355,-598841.33051981,2,0.6,JC_equalf
4,2.1002004462,1.8980535355,-598850.053072713,2,0.6,JC_equalf
5,0.1149367049,1.8980535355,-402465.258189823,2,0.6,JC_equalf
6,2.220460044,1.8980535355,-598955.135210232,2,0.6,JC_equalf
7,0.7406360983,1.8980535355,-570282.061988702,2,0.6,JC_equalf
8,0.9663035118,1.8980535355,-584891.819569665,2,0.6,JC_equalf
9,2.1987723379,1.8980535355,-598939.365584524,2,0.6,JC_equalf
10,1.9769319757,1.8980535355,-598684.034676941,2,0.6,JC_equalf
1,2.8851683749,1.8994454194,-599130.344954417,2,0.6,JC_equalf
2,0.8599105963,1.8994454194,-579257.532403878,2,0.6,JC_equalf
3,2.1620188092,1.8994454194,-598911.036204175,2,0.6,JC_equalf
4,2.0472369907,1.8994454194,-598789.390440176,2,0.6,JC_equalf
5,0.1160670163,1.8994454194,-403242.0410261,2,0.6,JC_equalf
6,2.1753099436,1.8994454194,-598922.173711919,2,0.6,JC_equalf
7,0.7372531336,1.8994454194,-570027.854683082,2,0.6,JC_equalf
8,0.9671587569,1.8994454194,-584962.369348175,2,0.6,JC_equalf
9,2.2453636109,1.8994454194,-598972.840534372,2,0.6,JC_equalf
10,2.0071204705,1.8994454194,-598733.780389685,2,0.6,JC_equalf
1,2.7343396202,1.894876742,-599117.399659688,2,0.6,JC_equalf
2,0.854414268,1.894876742,-578781.991439565,2,0.6,JC_equalf
3,2.1254019542,1.894876742,-598872.437385071,2,0.6,JC_equalf
4,2.0857807363,1.894876742,-598830.182788317,2,0.6,JC_equalf
5,0.1148185372,1.894876742,-402266.321378365,2,0.6,JC_equalf
6,2.2144990173,1.894876742,-598948.257163105,2,0.6,JC_equalf
7,0.7381749374,1.894876742,-569951.035712779,2,0.6,JC_equalf
8,0.9719375485,1.894876742,-585071.863044154,2,0.6,JC_equalf
9,2.1795176209,1.894876742,-598921.325816492,2,0.6,JC_equalf
10,2.0249408829,1.894876742,-598752.598541785,2,0.6,JC_equalf
1,2.8333010179,1.8946318545,-599126.350514082,2,0.6,JC_equalf
2,0.8519786354,1.8946318545,-578619.618703192,2,0.6,JC_equalf
3,2.1219492505,1.8946318545,-598868.710589689,2,0.6,JC_equalf
4,2.0757398399,1.8946318545,-598818.181186713,2,0.6,JC_equalf
5,0.1141156463,1.8946318545,-401806.043607847,2,0.6,JC_equalf
6,2.1638090148,1.8946318545,-598907.849957976,2,0.6,JC_equalf
7,0.743766934,1.8946318545,-570441.046932445,2,0.6,JC_equalf
8,0.9701044399,1.8946318545,-584984.292492369,2,0.6,JC_equalf
9,2.2263532236,1.8946318545,-598956.444994902,2,0.6,JC_equalf
10,2.01146598,1.8946318545,-598732.661131947,2,0.6,JC_equalf
1,2.8170238563,1.9008038104,-599125.809618743,2,0.6,JC_equalf
2,0.8550310264,1.9008038104,-578990.085639328,2,0.6,JC_equalf
3,2.1095338162,1.9008038104,-598863.077246027,2,0.6,JC_equalf
4,2.0512113809,1.9008038104,-598796.344870468,2,0.6,JC_equalf
5,0.116578115,1.9008038104,-403620.866334605,2,0.6,JC_equalf
6,2.2266990845,1.9008038104,-598961.642363631,2,0.6,JC_equalf
7,0.7405818498,1.9008038104,-570372.66077374,2,0.6,JC_equalf
8,0.9704109475,1.9008038104,-585138.972016218,2,0.6,JC_equalf
9,2.2293764089,1.9008038104,-598963.44562906,2,0.6,JC_equalf
10,2.0201699973,1.9008038104,-598754.786391321,2,0.6,JC_equalf
1,2.7191189283,1.9013746109,-599116.753558419,2,0.6,JC_equalf
2,0.8558160063,1.9013746109,-579055.735787312,2,0.6,JC_equalf
3,2.1294433944,1.9013746109,-598883.479267373,2,0.6,JC_equalf
4,2.0870768267,1.9013746109,-598839.702580971,2,0.6,JC_equalf
5,0.1159630173,1.9013746109,-403250.856413879,2,0.6,JC_equalf
6,2.2275589667,1.9013746109,-598962.673806233,2,0.6,JC_equalf
7,0.7421499307,1.9013746109,-570531.470254276,2,0.6,JC_equalf
8,0.9683366759,1.9013746109,-585059.364928001,2,0.6,JC_equalf
9,2.2407269537,1.9013746109,-598971.332676496,2,0.6,JC_equalf
10,2.0096136707,1.9013746109,-598740.467259546,2,0.6,JC_equalf
1,2.808231753,1.9004659641,-599125.077556821,2,0.6,JC_equalf
2,0.8579759025,1.9004659641,-579165.574212444,2,0.6,JC_equalf
3,2.0921924763,1.9004659641,-598844.250855021,2,0.6,JC_equalf
4,2.0825373973,1.9004659641,-598833.480440873,2,0.6,JC_equalf
5,0.1164191872,1.9004659641,-403506.388755221,2,0.6,JC_equalf
6,2.2195184914,1.9004659641,-598956.444994902,2,0.6,JC_equalf
7,0.7380719424,1.9004659641,-570136.896358265,2,0.6,JC_equalf
8,0.9717409219,1.9004659641,-585190.39594111,2,0.6,JC_equalf
9,2.1888371779,1.9004659641,-598933.889022561,2,0.6,JC_equalf
10,2.0338377735,1.9004659641,-598773.160633096,2,0.6,JC_equalf
1,2.8142963144,1.8994946633,-599125.445139477,2,0.6,JC_equalf
2,0.8599166675,1.8994946633,-579259.299359512,2,0.6,JC_equalf
3,2.1299639802,1.8994946633,-598881.958121049,2,0.6,JC_equalf
4,2.0501704387,1.8994946633,-598793.223046773,2,0.6,JC_equalf
5,0.1162574195,1.8994946633,-403365.432616385,2,0.6,JC_equalf
6,2.2080122303,1.8994946633,-598947.456304183,2,0.6,JC_equalf
7,0.7408205942,1.8994946633,-570348.510862811,2,0.6,JC_equalf
8,0.9605302094,1.8994946633,-584662.060098968,2,0.6,JC_equalf
9,2.181854033,1.8994946633,-598927.509423645,2,0.6,JC_equalf
10,2.0690135304,1.8994946633,-598816.498235143,2,0.6,JC_equalf
1,2.7223615932,1.9018471232,-599117.185057408,2,0.6,JC_equalf
2,0.8651262554,1.9018471232,-579646.676430987,2,0.6,JC_equalf
3,2.1657118199,1.9018471232,-598916.493233854,2,0.6,JC_equalf
4,2.0807353632,1.9018471232,-598833.151383864,2,0.6,JC_equalf
5,0.1158100474,1.9018471232,-403171.508487556,2,0.6,JC_equalf
6,2.1823062152,1.9018471232,-598930.016161478,2,0.6,JC_equalf
7,0.7398364118,1.9018471232,-570342.472275174,2,0.6,JC_equalf
8,0.966423977,1.9018471232,-584984.292492369,2,0.6,JC_equalf
9,2.1844189554,1.9018471232,-598931.679913551,2,0.6,JC_equalf
10,2.0265829116,1.9018471232,-598765.283392183,2,0.6,JC_equalf
1,2.9567584582,1.9010645369,-599134.259953436,2,0.6,JC_equalf
2,0.8605694467,1.9010645369,-579344.04788116,2,0.6,JC_equalf
3,2.1040799023,1.9010645369,-598857.709423166,2,0.6,JC_equalf
4,2.0414522748,1.9010645369,-598784.133990506,2,0.6,JC_equalf
5,0.1155748421,1.9010645369,-402990.692224061,2,0.6,JC_equalf
6,2.2639404406,1.9010645369,-598985.411825607,2,0.6,JC_equalf
7,0.7361536247,1.9010645369,-569985.410865445,2,0.6,JC_equalf
8,0.969717855,1.9010645369,-585114.01471638,2,0.6,JC_equalf
9,2.2340786602,1.9010645369,-598966.772753957,2,0.6,JC_equalf
10,2.0268948168,1.9010645369,-598764.563595818,2,0.6,JC_equalf
1,2.7926361988,1.9002760117,-599123.766609218,2,0.6,JC_equalf
2,0.8589393379,1.9002760117,-579220.413507858,2,0.6,JC_equalf
3,2.1134903256,1.9002760117,-598866.525992496,2,0.6,JC_equalf
4,2.0531499891,1.9002760117,-598798.073787736,2,0.6,JC_equalf
5,0.1148987456,1.9002760117,-402527.122375187,2,0.6,JC_equalf
6,2.2491338472,1.9002760117,-598975.838043567,2,0.6,JC_equalf
7,0.7404480189,1.9002760117,-570342.472275173,2,0.6,JC_equalf
8,0.9654855505,1.9002760117,-584905.939590514,2,0.6,JC_equalf
9,2.2261741272,1.9002760117,-598960.867023414,2,0.6,JC_equalf
10,2.0656305854,1.9002760117,-598813.459071996,2,0.6,JC_equalf
1,2.7523637378,1.8998885814,-599120.017544564,2,0.6,JC_equalf
2,0.858123524,1.8998885814,-579158.494291311,2,0.6,JC_equalf
3,2.1182428497,1.8998885814,-598870.887353687,2,0.6,JC_equalf
4,2.049200624,1.8998885814,-598792.527603062,2,0.6,JC_equalf
5,0.1160882806,1.8998885814,-403272.89373691,2,0.6,JC_equalf
6,2.1884388004,1.8998885814,-598933.061843102,2,0.6,JC_equalf
7,0.7462178199,1.8998885814,-570838.160359827,2,0.6,JC_equalf
8,0.9676639834,1.8998885814,-584995.24949131,2,0.6,JC_equalf
9,2.1927062363,1.8998885814,-598936.361651464,2,0.6,JC_equalf
10,2.0132127929,1.8998885814,-598743.423402123,2,0.6,JC_equalf
1,2.9136202039,1.9042045842,-599132.368968251,2,0.6,JC_equalf
2,0.862024959,1.9042045842,-579521.954150442,2,0.6,JC_equalf
3,2.1469636527,1.9042045842,-598902.59362505,2,0.6,JC_equalf
4,2.0429309525,1.9042045842,-598790.437554494,2,0.6,JC_equalf
5,0.1155288841,1.9042045842,-403083.319211346,2,0.6,JC_equalf
6,2.1747165418,1.9042045842,-598926.111036412,2,0.6,JC_equalf
7,0.7400053751,1.9042045842,-570439.036389316,2,0.6,JC_equalf
8,0.970429077,1.9042045842,-585216.860482795,2,0.6,JC_equalf
9,2.2508833277,1.9042045842,-598979.796897609,2,0.6,JC_equalf
10,2.0415802608,1.9042045842,-598788.691590255,2,0.6,JC_equalf
1,2.8551858395,1.9063695588,-599129.116978315,2,0.6,JC_equalf
2,0.8632170094,1.9063695588,-579655.449074963,2,0.6,JC_equalf
3,2.1646643946,1.9063695588,-598919.909380067,2,0.6,JC_equalf
4,2.0904444114,1.9063695588,-598849.410916614,2,0.6,JC_equalf
5,0.1156936222,1.9063695588,-403272.893736909,2,0.6,JC_equalf
6,2.2471245307,1.9063695588,-598979.057909319,2,0.6,JC_equalf
7,0.7386453605,1.9063695588,-570392.78027234,2,0.6,JC_equalf
8,0.9667750524,1.9063695588,-585103.090872482,2,0.6,JC_equalf
9,2.2282477766,1.9063695588,-598967.027511774,2,0.6,JC_equalf
10,2.0228185417,1.9063695588,-598766.721144597,2,0.6,JC_equalf
1,2.8599327915,1.9015085009,-599128.949924184,2,0.6,JC_equalf
2,0.8637332553,1.9015085009,-579551.842860823,2,0.6,JC_equalf
3,2.1424689453,1.9015085009,-598895.800654472,2,0.6,JC_equalf
4,2.0542901873,1.9015085009,-598801.176056195,2,0.6,JC_equalf
5,0.1160100647,1.9015085009,-403286.115344723,2,0.6,JC_equalf
6,2.1791940525,1.9015085009,-598927.230074906,2,0.6,JC_equalf
7,0.739267814,1.9015085009,-570280.047548315,2,0.6,JC_equalf
8,0.9670486155,1.9015085009,-585004.638777303,2,0.6,JC_equalf
9,2.1890582956,1.9015085009,-598934.989619195,2,0.6,JC_equalf
10,2.0372320603,1.9015085009,-598779.196620881,2,0.6,JC_equalf
1,2.9685294502,1.9004517874,-599134.746257066,2,0.6,JC_equalf
2,0.8622993401,1.9004517874,-579433.952763929,2,0.6,JC_equalf
3,2.1257347282,1.9004517874,-598878.903769783,2,0.6,JC_equalf
4,2.0756405856,1.9004517874,-598825.539661066,2,0.6,JC_equalf
5,0.1140275252,1.9004517874,-401974.305130731,2,0.6,JC_equalf
6,2.233252575,1.9004517874,-598965.75204357,2,0.6,JC_equalf
7,0.7397015179,1.9004517874,-570282.061988703,2,0.6,JC_equalf
8,0.9659515415,1.9004517874,-584931.029426766,2,0.6,JC_equalf
9,2.1748490319,1.9004517874,-598922.738155801,2,0.6,JC_equalf
10,2.056810925,1.9004517874,-598802.894099268,2,0.6,JC_equalf
1,2.7356669516,1.9008672034,-599118.461188704,2,0.6,JC_equalf
2,0.8613132232,1.9008672034,-579384.611143711,2,0.6,JC_equalf
3,2.1156057877,1.9008672034,-598869.333321897,2,0.6,JC_equalf
4,2.0979869101,1.9008672034,-598851.015117554,2,0.6,JC_equalf
5,0.1147114722,1.9008672034,-402429.901419793,2,0.6,JC_equalf
6,2.2456582005,1.9008672034,-598974.092448266,2,0.6,JC_equalf
7,0.7443727809,1.9008672034,-570710.012689971,2,0.6,JC_equalf
8,0.9636958842,1.9008672034,-584838.431895537,2,0.6,JC_equalf
9,2.1834317692,1.9008672034,-598930.016161478,2,0.6,JC_equalf
10,2.0323521321,1.9008672034,-598771.733937675,2,0.6,JC_equalf
1,2.8012374238,1.8967200064,-599124.05072013,2,0.6,JC_equalf
2,0.8542568512,1.8967200064,-578824.739015592,2,0.6,JC_equalf
3,2.1574249213,1.8967200064,-598904.351588375,2,0.6,JC_equalf
4,2.0692214081,1.8967200064,-598813.120605957,2,0.6,JC_equalf
5,0.1157358517,1.8967200064,-402924.512360661,2,0.6,JC_equalf
6,2.2156754868,1.8967200064,-598950.65076203,2,0.6,JC_equalf
7,0.7383573907,1.8967200064,-570031.895820923,2,0.6,JC_equalf
8,0.9701534242,1.8967200064,-585034.356728262,2,0.6,JC_equalf
9,2.1587555856,1.8967200064,-598905.520313843,2,0.6,JC_equalf
10,2.0227156592,1.8967200064,-598752.233365832,2,0.6,JC_equalf
1,2.9055653622,1.9003038508,-599131.606211274,2,0.6,JC_equalf
2,0.8573707051,1.9003038508,-579123.0813796,2,0.6,JC_equalf
3,2.1553497772,1.9003038508,-598906.103701002,2,0.6,JC_equalf
4,2.0566952644,1.9003038508,-598802.550801658,2,0.6,JC_equalf
5,0.115227932,1.9003038508,-402739.13005776,2,0.6,JC_equalf
6,2.1854869095,1.9003038508,-598931.125988289,2,0.6,JC_equalf
7,0.7417056239,1.9003038508,-570455.119351801,2,0.6,JC_equalf
8,0.9690220496,1.9003038508,-585065.614484843,2,0.6,JC_equalf
9,2.1879599953,1.9003038508,-598933.061843103,2,0.6,JC_equalf
10,2.0361301985,1.9003038508,-598776.006640585,2,0.6,JC_equalf
1,2.928048629,1.9032299124,-599133.0386252,2,0.6,JC_equalf
2,0.8660765951,1.9032299124,-579743.098597824,2,0.6,JC_equalf
3,2.1376134691,1.9032299124,-598893.119212798,2,0.6,JC_equalf
4,2.0862138335,1.9032299124,-598841.005247921,2,0.6,JC_equalf
5,0.1157534805,1.9032299124,-403189.14319521,2,0.6,JC_equalf
6,2.2125530149,1.9032299124,-598953.821254646,2,0.6,JC_equalf
7,0.7336152055,1.9032299124,-569831.623619269,2,0.6,JC_equalf
8,0.967288095,1.9032299124,-585054.677105826,2,0.6,JC_equalf
9,2.2303777979,1.9032299124,-598966.007472985,2,0.6,JC_equalf
10,2.0274647968,1.9032299124,-598768.514882844,2,0.6,JC_equalf
1,2.7438364438,1.9015227797,-599119.400182835,2,0.6,JC_equalf
2,0.8588577861,1.9015227797,-579250.464025924,2,0.6,JC_equalf
3,2.1315030528,1.9015227797,-598885.6021125,2,0.6,JC_equalf
4,2.0562046458,1.9015227797,-598803.580227839,2,0.6,JC_equalf
5,0.1171562129,1.9015227797,-404016.794368737,2,0.6,JC_equalf
6,2.19548026,1.9015227797,-598939.909604669,2,0.6,JC_equalf
7,0.7410489054,1.9015227797,-570439.036389314,2,0.6,JC_equalf
8,0.9696939752,1.9015227797,-585123.375576879,2,0.6,JC_equalf
9,2.2141660459,1.9015227797,-598953.557963285,2,0.6,JC_equalf
10,2.0026775403,1.9015227797,-598730.418524619,2,0.6,JC_equalf
1,2.801385434,1.8996845105,-599124.426826076,2,0.6,JC_equalf
2,0.8572263816,1.8996845105,-579096.507147861,2,0.6,JC_equalf
3,2.146811233,1.8996845105,-598897.877157054,2,0.6,JC_equalf
4,2.0665548221,1.8996845105,-598813.797381842,2,0.6,JC_equalf
5,0.1146175039,1.8996845105,-402323.805754101,2,0.6,JC_equalf
6,2.2606881437,1.8996845105,-598982.493485707,2,0.6,JC_equalf
7,0.7387812134,1.8996845105,-570173.211699878,2,0.6,JC_equalf
8,0.9661680638,1.8996845105,-584923.190561528,2,0.6,JC_equalf
9,2.2287751632,1.8996845105,-598962.15841992,2,0.6,JC_equalf
10,2.0434732657,1.8996845105,-598784.836859517,2,0.6,JC_equalf
1,2.6856376312,1.8978287628,-599112.154779637,2,0.6,JC_equalf
2,0.856371476,1.8978287628,-578990.085639328,2,0.6,JC_equalf
3,2.1359714838,1.8978287628,-598885.904731915,2,0.6,JC_equalf
4,2.1177566201,1.8978287628,-598868.087218037,2,0.6,JC_equalf
5,0.115240135,1.8978287628,-402650.811971566,2,0.6,JC_equalf
6,2.2199724499,1.8978287628,-598954.610128336,2,0.6,JC_equalf
7,0.7391425554,1.8978287628,-570140.932183783,2,0.6,JC_equalf
8,0.9682611026,1.8978287628,-584974.898352177,2,0.6,JC_equalf
9,2.2184758783,1.8978287628,-598953.557963284,2,0.6,JC_equalf
10,2.0035847449,1.8978287628,-598725.916957418,2,0.6,JC_equalf
1,2.8159583411,1.899944879,-599125.627767169,2,0.6,JC_equalf
2,0.86427264,1.899944879,-579541.29574574,2,0.6,JC_equalf
3,2.1234761989,1.899944879,-598876.141122132,2,0.6,JC_equalf
4,2.0343955184,1.899944879,-598773.160633097,2,0.6,JC_equalf
5,0.1167829627,1.899944879,-403717.697504645,2,0.6,JC_equalf
6,2.1944301928,1.899944879,-598937.729554827,2,0.6,JC_equalf
7,0.7359592107,1.899944879,-569928.785402232,2,0.6,JC_equalf
8,0.9698692099,1.899944879,-585095.286254738,2,0.6,JC_equalf
9,2.1689031021,1.899944879,-598917.349479075,2,0.6,JC_equalf
10,2.0415815259,1.899944879,-598782.726399534,2,0.6,JC_equalf
1,2.8049246137,1.9003744215,-599124.799834515,2,0.6,JC_equalf
2,0.8610813026,1.9003744215,-579356.396337678,2,0.6,JC_equalf
3,2.1466863457,1.9003744215,-598898.4689857,2,0.6,JC_equalf
4,2.0310367332,1.9003744215,-598769.231303584,2,0.6,JC_equalf
5,0.1148376709,1.9003744215,-402491.772995534,2,0.6,JC_equalf
6,2.2069897585,1.9003744215,-598947.456304183,2,0.6,JC_equalf
7,0.7366904645,1.9003744215,-570009.667129543,2,0.6,JC_equalf
8,0.9731589464,1.9003744215,-585251.081867801,2,0.6,JC_equalf
9,2.2490171909,1.9003744215,-598975.838043566,2,0.6,JC_equalf
10,2.0397828188,1.9003744215,-598780.963438228,2,0.6,JC_equalf
1,2.9908132318,1.9004801156,-599135.689755854,2,0.6,JC_equalf
2,0.8573759092,1.9004801156,-579128.394729833,2,0.6,JC_equalf
3,2.1108099996,1.9004801156,-598864.019728046,2,0.6,JC_equalf
4,2.0764687689,1.9004801156,-598826.537208642,2,0.6,JC_equalf
5,0.1154034306,1.9004801156,-402858.317712252,2,0.6,JC_equalf
6,2.1945283363,1.9004801156,-598938.275559414,2,0.6,JC_equalf
